precio_producto,costo_envio,categoria_producto,peso_producto,fotos_producto,ciudad_vendedor,estado_vendedor,estado_cliente,puntuacion_satisfaccion,comentario,dias_entrega,diferencia_estimado_real,mes_compra,anio_compra,dia_semana_compra,hora_compra,estado_orden
89.9,17.88,cama_mesa_banho,1383.0,1.0,ibitinga,SP,SC,5,,16.528368055820465,6.138148148078471,8,2017,3,8,delivered
125.0,14.23,telefonia_fixa,500.0,2.0,sao paulo,SP,SP,1,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 ,7.140381944365799,15.30642361100763,5,2018,1,13,delivered
125.0,14.23,telefonia_fixa,500.0,2.0,sao paulo,SP,SP,1,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 ,7.140381944365799,15.30642361100763,5,2018,1,13,delivered
125.0,14.23,telefonia_fixa,500.0,2.0,sao paulo,SP,SP,1,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 ,7.140381944365799,15.30642361100763,5,2018,1,13,delivered
125.0,14.23,telefonia_fixa,500.0,2.0,sao paulo,SP,SP,1,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 ,7.140381944365799,15.30642361100763,5,2018,1,13,delivered
125.0,14.23,telefonia_fixa,500.0,2.0,sao paulo,SP,SP,1,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 ,7.140381944365799,15.30642361100763,5,2018,1,13,delivered
219.99,16.42,brinquedos,350.0,5.0,rio de janeiro,RJ,SP,4,,5.898425925988704,17.08875000011176,5,2018,6,0,delivered
74.9,44.99,moveis_cozinha_area_de_servico_jantar_e_jardim,10893.0,1.0,penapolis,SP,SP,5,,9.284108796156943,13.028483796399087,1,2018,3,16,delivered
259.9,34.07,moveis_escritorio,11600.0,1.0,mogi guacu,SP,SP,4,,6.217013888992369,6.3862268519587815,8,2017,4,9,delivered
259.9,34.07,moveis_escritorio,11600.0,1.0,mogi guacu,SP,SP,4,,6.217013888992369,6.3862268519587815,8,2017,4,9,delivered
75.0,15.28,telefonia,300.0,1.0,jacarei,SP,ES,5,,13.131238426081836,19.087233796250075,7,2017,3,18,delivered
127.5,11.91,cama_mesa_banho,1400.0,1.0,mogi das cruzes,SP,SP,5,"Produto de ótima qualidade, fiquei super feliz com a agilidade da entrega.",1.6488078702241182,12.574826389085501,6,2018,4,18,delivered
45.0,27.08,moveis_decoracao,9050.0,1.0,porto ferreira,SP,BA,1,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento,33.741493055131286,-7.537384259048849,3,2018,4,19,delivered
45.0,27.08,moveis_decoracao,9050.0,1.0,porto ferreira,SP,BA,1,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento,33.741493055131286,-7.537384259048849,3,2018,4,19,delivered
45.0,27.08,moveis_decoracao,9050.0,1.0,porto ferreira,SP,BA,1,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento,33.741493055131286,-7.537384259048849,3,2018,4,19,delivered
45.0,27.08,moveis_decoracao,9050.0,1.0,porto ferreira,SP,BA,1,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento,33.741493055131286,-7.537384259048849,3,2018,4,19,delivered
45.0,27.08,moveis_decoracao,9050.0,1.0,porto ferreira,SP,BA,1,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento,33.741493055131286,-7.537384259048849,3,2018,4,19,delivered
119.9,27.69,utilidades_domesticas,800.0,3.0,sao caetano do sul,SP,SP,5,,7.122175925876945,27.189189814962447,5,2017,1,16,delivered
109.8,16.53,automotivo,1100.0,2.0,penapolis,SP,RJ,3,"O produto que veio não vale o que paguei, mau acabado e irregular.",11.361793981399387,10.083877314813435,11,2017,4,13,delivered
73.9,13.54,beleza_saude,1200.0,1.0,ribeirao preto,SP,SP,5,Recebi o produto dentro do prazo.tudo ok,10.610949073918164,8.424583333544433,6,2017,4,23,delivered
599.0,66.87,casa_conforto,7600.0,3.0,osasco,SP,MA,5,"eu amei meu tapete
",17.434548610821366,14.130115740932524,8,2017,6,10,delivered
19.9,16.79,beleza_saude,50.0,1.0,videira,SC,RJ,5,,9.836527777835727,25.15350694442168,1,2018,1,0,delivered
19.9,7.39,perfumaria,575.0,2.0,sao paulo,SP,SP,3,,4.006759258918464,11.164456018712372,6,2018,2,19,delivered
7.8,10.96,moveis_decoracao,400.0,2.0,cotia,SP,SP,4,,9.895185185130686,8.6915277778171,3,2017,6,9,delivered
205.0,15.04,cama_mesa_banho,3300.0,5.0,sao paulo,SP,SP,5,,5.817928240634501,7.202997685410082,7,2017,2,23,delivered
59.9,16.18,moveis_decoracao,600.0,2.0,campinas,SP,SC,3,,13.085196759551764,10.322557870298624,5,2017,5,14,delivered
120.0,13.28,construcao_ferramentas_iluminacao,1300.0,1.0,salto,SP,SP,3,,9.958136573899537,10.112083333544433,4,2018,2,22,delivered
45.95,16.79,cama_mesa_banho,350.0,2.0,ibitinga,SP,MT,5,"Chegou no prazo, e de ótima qualidade, eu recomendo...",20.139062500093132,12.115474537014961,9,2017,3,17,delivered
419.0,36.29,informatica_acessorios,6150.0,2.0,sao jose dos campos,SP,MG,4,,10.430428240913898,7.080555555410683,11,2017,1,11,delivered
27.9,15.11,utilidades_domesticas,800.0,1.0,sao paulo,SP,DF,5,,12.250902777537704,12.99380787042901,1,2018,5,18,delivered
27.9,15.11,utilidades_domesticas,800.0,1.0,sao paulo,SP,DF,5,,12.250902777537704,12.99380787042901,1,2018,5,18,delivered
189.9,53.46,malas_acessorios,900.0,5.0,carazinho,RS,MT,5,,16.973715277854353,13.978263888973743,5,2018,1,1,delivered
13.9,8.88,moveis_sala,1450.0,1.0,guarulhos,SP,SP,5,,13.337870370596647,27.234212962910533,5,2018,4,10,delivered
59.9,13.44,ferramentas_jardim,1750.0,2.0,sao jose do rio preto,SP,SP,3,Ola eu comprei 3 peças iguais de 59.90$ apenas um foi entregue os outros 2 produtos ainda nao foram entregue. Preciso de uma informaçao sobre issu urgente. Pois estou sendo cobrado pelo 3 produtos. ,4.011793981306255,20.121655092574656,7,2017,1,20,delivered
59.9,13.44,ferramentas_jardim,1750.0,2.0,sao jose do rio preto,SP,SP,3,Ola eu comprei 3 peças iguais de 59.90$ apenas um foi entregue os outros 2 produtos ainda nao foram entregue. Preciso de uma informaçao sobre issu urgente. Pois estou sendo cobrado pelo 3 produtos. ,4.011793981306255,20.121655092574656,7,2017,1,20,delivered
59.9,13.44,ferramentas_jardim,1750.0,2.0,sao jose do rio preto,SP,SP,3,Ola eu comprei 3 peças iguais de 59.90$ apenas um foi entregue os outros 2 produtos ainda nao foram entregue. Preciso de uma informaçao sobre issu urgente. Pois estou sendo cobrado pelo 3 produtos. ,4.011793981306255,20.121655092574656,7,2017,1,20,delivered
109.9,23.35,brinquedos,5350.0,1.0,sao paulo,SP,ES,5,Foi muito bom fazer a compra,15.060590277891606,19.198171296156943,5,2018,4,17,delivered
43.0,12.96,esporte_lazer,150.0,1.0,praia grande,SP,SP,5,muito prático e pontual.,10.815659722313285,3.2578819445334375,7,2018,4,22,delivered
33.5,15.1,relogios_presentes,450.0,1.0,blumenau,SC,SP,1,,13.142233796417713,19.204826388973743,12,2017,4,15,delivered
54.99,15.13,brinquedos,250.0,5.0,sao paulo,SP,RS,5,"Recomendo sim, chegou muito antes do prazo e ótimo produto!",16.879143518861383,19.13766203681007,12,2017,0,23,delivered
49.99,14.1,informatica_acessorios,100.0,1.0,sao paulo,SP,MG,5,,4.084293981548399,17.238993055652827,7,2017,1,16,delivered
149.9,15.81,brinquedos,925.0,1.0,sao paulo,SP,DF,5,Meu filho gostou e ficou super feliz!,10.877546295989305,14.143854166846722,7,2017,4,23,delivered
149.9,12.14,cama_mesa_banho,1700.0,1.0,piracicaba,SP,SP,5,,3.831979166716337,14.352650463115424,4,2018,4,19,delivered
29.9,16.79,automotivo,200.0,1.0,jaguaruna,SC,RJ,5,,24.38559027761221,3.2792476853355765,11,2017,2,8,delivered
112.94,34.87,moveis_escritorio,9675.0,1.0,itaquaquecetuba,SP,ES,4,"Comprei de presente para minha filha, ela gostou muito. É um produto muito fácil de montar. Chegou dentro do prazo..",25.30972222238779,10.253773148171604,6,2018,4,10,delivered
45.0,14.1,telefonia,600.0,1.0,belo horizonte,MG,SP,5,"Amei o produto, do jeito que eu esperava e imaginava! Já usei muito ",11.137245370075107,13.094143518712372,10,2017,1,18,delivered
293.5,14.18,informatica_acessorios,571.0,1.0,maringa,PR,SP,4,,13.401087963022292,23.1713888887316,1,2018,2,10,delivered
44.9,8.47,cama_mesa_banho,400.0,1.0,piracicaba,SP,SP,3,,8.113703703507781,0.40839120373129845,8,2018,0,11,delivered
149.9,12.14,cama_mesa_banho,1700.0,1.0,piracicaba,SP,SP,5,,3.6643402776680887,20.341018518432975,5,2018,6,23,delivered
59.9,13.44,beleza_saude,800.0,4.0,londrina,PR,SP,3,"Produto muito barulhento e a velocidade dele ocila muito e trava tb
Nao recomendo ou o meu veio com defeito ",5.749120370019227,19.310659722425044,9,2017,4,22,delivered
199.9,27.48,cama_mesa_banho,4200.0,1.0,mirandopolis,SP,RS,3,"Bom
",12.71304398169741,26.278263888787478,5,2018,5,0,delivered
107.9,21.56,esporte_lazer,400.0,1.0,ribeirao pires,SP,RN,5,,19.447928240988404,14.968530092388391,12,2017,3,14,delivered
29.95,7.84,casa_construcao,300.0,2.0,vila velha,ES,MG,1,"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.",4.9973726850003,13.050868055783212,5,2018,0,22,delivered
8.99,23.51,informatica_acessorios,50.0,1.0,sao paulo,SP,MG,1,"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.",4.9973726850003,13.050868055783212,5,2018,0,22,delivered
8.99,23.51,informatica_acessorios,50.0,1.0,sao paulo,SP,MG,1,"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.",4.9973726850003,13.050868055783212,5,2018,0,22,delivered
8.99,23.51,informatica_acessorios,50.0,1.0,sao paulo,SP,MG,1,"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.",4.9973726850003,13.050868055783212,5,2018,0,22,delivered
22.9,0.78,cool_stuff,300.0,5.0,salto,SP,MG,1,"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.",4.9973726850003,13.050868055783212,5,2018,0,22,delivered
79.9,17.0,informatica_acessorios,100.0,2.0,videira,SC,MG,4,,11.38262731488794,15.230057870503515,2,2018,5,9,delivered
59.0,33.72,ferramentas_jardim,1750.0,2.0,sao jose do rio preto,SP,MA,1,"Chegou o produto atrasado, faltando outro. Falta chegar os demais. O cliente está zangado.",23.123009259346873,9.178125000093132,12,2017,0,16,delivered
37.95,42.14,casa_construcao,500.0,4.0,salto,SP,MA,1,"Chegou o produto atrasado, faltando outro. Falta chegar os demais. O cliente está zangado.",23.123009259346873,9.178125000093132,12,2017,0,16,delivered
109.9,12.47,esporte_lazer,6050.0,6.0,santa barbara d'oeste,SP,SP,5,Produto foi entregue antes do prazo. Ótima qualidade. ,1.5689351852051914,14.460150463040918,12,2017,1,23,delivered
23.9,10.96,utilidades_domesticas,600.0,3.0,salto,SP,SP,5,,5.187662037089467,13.322430555708706,3,2017,5,11,delivered
39.9,14.1,bebes,300.0,1.0,sao paulo,SP,DF,5,,16.046365740709007,8.060277777723968,10,2017,6,21,delivered
29.99,12.69,cama_mesa_banho,500.0,1.0,ibitinga,SP,SP,3,o produto é bom,11.232743055559695,8.14590277755633,2,2018,4,14,delivered
699.9,22.15,brinquedos,6250.0,2.0,sao jose do rio preto,SP,RS,5,,29.186041666660458,2.1176388887688518,7,2017,1,16,delivered
89.18,19.59,utilidades_domesticas,750.0,1.0,sao paulo,SP,MG,4,stark e a loja que entrga mais rapido.,10.492881944403052,12.070023148320615,4,2018,2,10,delivered
56.1,19.58,cama_mesa_banho,950.0,2.0,ibitinga,SP,RJ,5,,8.047094907611609,10.375960648059845,8,2018,4,13,delivered
21.99,14.1,telefonia,150.0,1.0,sao paulo,SP,RS,5,,21.854907407425344,8.292384259402752,8,2017,1,20,delivered
22.9,15.26,utilidades_domesticas,450.0,2.0,rio de janeiro,RJ,MG,5,,5.521539351902902,15.803715277928859,6,2018,3,16,delivered
89.0,15.37,relogios_presentes,950.0,5.0,sao paulo,SP,ES,5,,6.1607986111193895,13.129108796361834,10,2017,2,17,delivered
38.99,15.1,beleza_saude,367.0,1.0,assis,SP,RJ,4,,15.74142361106351,15.357256944291294,1,2018,6,21,delivered
55.0,16.64,industria_comercio_e_negocios,9225.0,3.0,guarulhos,SP,PR,5,,18.298240740783513,3.2025810186751187,2,2018,4,11,delivered
79.0,13.57,papelaria,6900.0,3.0,campo limpo paulista,SP,SP,5,Produto de ótima qualidade e chegou bem antes do prazo previsto de entrega! Estou muito satisfeita!,4.994710647966713,13.150798611342907,10,2017,4,20,delivered
35.0,13.08,cool_stuff,1867.0,8.0,sao paulo,SP,SP,3,,6.126261574216187,5.157384259160608,3,2018,6,17,delivered
14.0,12.79,telefonia,217.0,3.0,sao paulo,SP,MG,4,trabalho com profissionalismo das lojas lannister. indico com certeza,6.764988425653428,22.42306712968275,6,2018,6,19,delivered
46.9,13.23,cool_stuff,500.0,4.0,volta redonda,SP,SP,5,,5.2903819447383285,13.10846064798534,10,2017,0,14,delivered
229.9,65.1,esporte_lazer,13350.0,5.0,sao paulo,SP,AL,4,,28.331342592369765,0.1859143520705402,9,2017,3,11,delivered
109.0,13.42,construcao_ferramentas_seguranca,314.0,3.0,sao jose do rio preto,SP,SP,5,Ótimo fornecedor ,6.947719907388091,12.185833333525807,7,2018,2,20,delivered
149.9,23.63,cama_mesa_banho,1700.0,1.0,piracicaba,SP,RJ,1,,37.759074073750526,-15.734652777668089,3,2018,6,23,delivered
219.0,16.83,casa_conforto,5650.0,3.0,osasco,SP,SP,5,,5.071874999906868,6.410729166585952,7,2018,5,12,delivered
37.9,15.1,automotivo,200.0,2.0,guarulhos,SP,ES,5,,5.919629629701376,19.105671296361834,10,2017,3,23,delivered
69.9,13.51,cama_mesa_banho,1350.0,3.0,ibitinga,SP,SP,5,,12.10995370382443,11.191388888750225,1,2018,0,16,delivered
69.9,18.59,esporte_lazer,281.0,5.0,joinville,SC,SP,1,"meu produto veio com o cabo todo arranhado, produto parece usado",5.764386574272066,13.324722222052515,7,2018,2,21,delivered
86.96,26.11,moveis_escritorio,10075.0,1.0,itaquaquecetuba,SP,MG,5,,21.66989583335817,1.4442592593841255,3,2017,1,21,delivered
86.96,26.11,moveis_escritorio,10075.0,1.0,itaquaquecetuba,SP,MG,5,,21.66989583335817,1.4442592593841255,3,2017,1,21,delivered
69.9,9.34,brinquedos,750.0,2.0,sao paulo,SP,SP,5,,5.120046296156943,14.1472800928168,7,2017,6,17,delivered
56.99,15.15,perfumaria,400.0,2.0,santo andre,SP,RJ,1,,12.025983795989305,8.073900463059545,5,2017,4,21,delivered
53.0,12.71,cama_mesa_banho,650.0,1.0,ibitinga,SP,SP,5,Chegou bem antes do prazo e tudo certinho,7.267349536996335,15.090474537108094,1,2018,1,15,delivered
59.9,13.78,cama_mesa_banho,600.0,2.0,ibitinga,SP,SP,5,,10.995370370335877,6.143993055447936,3,2018,6,20,delivered
89.9,8.79,informatica_acessorios,500.0,3.0,sao paulo,SP,SP,1,,3.2084837965667248,4.199791666585952,8,2018,2,14,delivered
64.9,11.73,moveis_decoracao,900.0,3.0,sao paulo,SP,SP,5,,1.7036111112684011,17.445902777835727,12,2017,3,20,delivered
26.9,10.96,beleza_saude,114.0,1.0,sao caetano do sul,SP,SP,5,"Meu produto chegou muito mais rápido do quê o esperado. Uma vez que a previsão era para o dia 08/05 e chegou dia 20/04. 
Ainda não o usei, mas em questão de entrega eu super recomendo.",4.739085648208857,17.26519675925374,4,2017,6,23,delivered
148.0,15.13,esporte_lazer,1200.0,1.0,ribeirao preto,SP,SP,5,,9.833692129701376,13.241874999832362,4,2018,0,22,delivered
89.9,17.88,cama_mesa_banho,1200.0,1.0,piracicaba,SP,RS,5,´´otima,12.82644675904885,14.521342592779547,9,2017,1,15,delivered
18.99,17.78,alimentos,525.0,4.0,nilopolis,RJ,BA,4,PRODUTO ENTREGUE CONFORME O COMBINADO,13.748831018339843,16.643761574290693,2,2017,6,14,delivered
69.9,0.0,moveis_decoracao,2600.0,6.0,sao paulo,SP,RS,5,,22.319143518339843,3.9900115742348135,5,2018,4,16,delivered
109.9,16.21,beleza_saude,525.0,6.0,sao paulo,SP,BA,1,Zero não entregaram e não dão satisfação! Vou devolver,36.20584490755573,-13.595034722238779,9,2017,6,9,delivered
61.9,16.19,informatica_acessorios,156.0,1.0,sao jose dos campos,SP,MG,3,Achei o prazo de entrega muito longo.,24.252384258899838,11.392557870596647,2,2018,2,8,delivered
18.99,17.78,telefonia,75.0,3.0,sao paulo,SP,GO,2,"Os orifícios da capa para conexão do cabo P2 (3,5 mm) e do microfone não correspondem ao celular.",11.060613425914198,19.279131944291294,3,2017,5,15,delivered
160.0,19.22,beleza_saude,350.0,7.0,fronteira,MG,SP,5,"Excelente produto.

Peruca sintetica, semelhante a cabelos, fio fino e opaco, nao possui brilho artificial

",10.957222221884876,20.1979398149997,6,2018,5,20,delivered
243.0,35.06,eletronicos,7100.0,3.0,sao paulo,SP,PR,1,COMPREI UM PRODUTO E VEIO OUTRO.,18.969224537257105,3.1572916666045785,5,2017,3,20,delivered
19.3,18.24,alimentos,450.0,1.0,ribeirao preto,SP,ES,5,,13.860972221940756,2.320300925988704,7,2018,5,19,delivered
72.5,9.26,esporte_lazer,1013.0,1.0,rio claro,SP,SP,5,"Superou minhas expectativas, voltarei a fazer negócio com certeza!",2.378969907294959,6.149652777705342,4,2018,1,11,delivered
72.5,9.26,esporte_lazer,1013.0,1.0,rio claro,SP,SP,5,"Superou minhas expectativas, voltarei a fazer negócio com certeza!",2.378969907294959,6.149652777705342,4,2018,1,11,delivered
37.99,10.96,telefonia,150.0,2.0,sao paulo,SP,SP,4,,7.736273148097098,10.433599537238479,3,2017,3,19,delivered
8.9,7.71,livros_interesse_geral,250.0,1.0,mogi mirim,SP,SP,4,,7.871041666716337,7.305671296082437,5,2018,0,19,delivered
8.9,7.71,livros_interesse_geral,250.0,1.0,mogi mirim,SP,SP,4,,7.871041666716337,7.305671296082437,5,2018,0,19,delivered
45.0,36.75,esporte_lazer,11150.0,1.0,claudio,MG,SP,5,,12.841956018470228,9.467002314981073,5,2017,2,16,delivered
45.0,36.75,esporte_lazer,11150.0,1.0,claudio,MG,SP,5,,12.841956018470228,9.467002314981073,5,2017,2,16,delivered
96.0,14.42,perfumaria,400.0,2.0,sao paulo,SP,RJ,5,,20.31460648123175,2.9911342593841255,2,2018,6,16,delivered
94.99,23.24,bebes,1900.0,4.0,sao paulo,SP,MG,5,,20.077071759384125,-0.6519675925374031,5,2018,3,13,delivered
51.9,12.49,telefonia,100.0,1.0,uberlandia,MG,MG,5,,6.931898148264736,13.318090277723968,6,2017,1,18,delivered
30.0,8.72,automotivo,550.0,1.0,cotia,SP,SP,5,,4.07519675930962,11.45226851850748,11,2017,0,11,delivered
38.0,17.63,papelaria,250.0,2.0,sao paulo,SP,CE,1,,75.68340277811512,-47.71708333352581,1,2018,5,0,delivered
199.99,23.98,instrumentos_musicais,950.0,1.0,sao bernardo do campo,SP,SP,5,,5.324189814738929,8.070532407611609,11,2017,4,14,delivered
138.0,21.9,cama_mesa_banho,4867.0,1.0,sao paulo,SP,SC,4,,8.007175925653428,14.394884259440005,4,2018,1,14,delivered
138.0,21.9,cama_mesa_banho,4867.0,1.0,sao paulo,SP,SC,4,,8.007175925653428,14.394884259440005,4,2018,1,14,delivered
138.0,21.9,cama_mesa_banho,4867.0,1.0,sao paulo,SP,SC,4,,8.007175925653428,14.394884259440005,4,2018,1,14,delivered
110.0,0.0,relogios_presentes,584.0,3.0,ribeirao preto,SP,CE,4,"O produto veio correto, perfeito e dentro do prazo.",20.615393518470228,12.99405092606321,5,2018,6,9,delivered
49.9,13.47,cama_mesa_banho,473.0,1.0,curitiba,PR,PR,5,"Essa folha simplesmente e maravilhosa além de linda, enchuga super bem.recomendo sim comprem por que compensa e muito",9.322037036996335,10.079386574216187,3,2018,2,14,delivered
39.9,14.1,consoles_games,200.0,1.0,belo horizonte,MG,SP,5,,13.122777777723968,8.32980324095115,6,2017,2,13,delivered
329.99,13.51,beleza_saude,838.0,2.0,sao paulo,SP,SP,4,"O produto chegou no prazo estipulado, recomendo.",11.950937499757856,0.3988425927236676,8,2017,3,15,delivered
299.0,15.21,esporte_lazer,150.0,3.0,maringa,PR,PR,5,,4.91363425925374,11.167731481604278,4,2018,6,22,delivered
85.0,15.34,cama_mesa_banho,1700.0,1.0,ibitinga,SP,RS,5,compraria novamente...de qualidade,15.032152778003365,12.116076388861984,10,2017,4,20,delivered
28.0,14.1,ferramentas_jardim,350.0,1.0,sao paulo,SP,RJ,1,Ainda nao recebi minha compra,39.573657407425344,-15.067337962798774,12,2017,1,11,delivered
19.3,11.73,bebidas,1700.0,1.0,sao paulo,SP,SP,5,,11.142812500242144,5.2508912035264075,11,2017,6,14,delivered
19.3,11.73,bebidas,1700.0,1.0,sao paulo,SP,SP,5,,11.142812500242144,5.2508912035264075,11,2017,6,14,delivered
19.3,11.73,bebidas,1700.0,1.0,sao paulo,SP,SP,5,,11.142812500242144,5.2508912035264075,11,2017,6,14,delivered
19.3,11.73,bebidas,1300.0,1.0,sao paulo,SP,SP,5,,11.142812500242144,5.2508912035264075,11,2017,6,14,delivered
19.3,11.73,bebidas,1700.0,1.0,sao paulo,SP,SP,5,,11.142812500242144,5.2508912035264075,11,2017,6,14,delivered
19.3,11.73,bebidas,1700.0,1.0,sao paulo,SP,SP,5,,11.142812500242144,5.2508912035264075,11,2017,6,14,delivered
19.3,11.73,bebidas,1700.0,1.0,sao paulo,SP,SP,5,,11.142812500242144,5.2508912035264075,11,2017,6,14,delivered
19.3,11.73,bebidas,1300.0,1.0,sao paulo,SP,SP,5,,11.142812500242144,5.2508912035264075,11,2017,6,14,delivered
94.98,21.15,ferramentas_jardim,1450.0,1.0,uberlandia,MG,RJ,4,,20.45340277766809,1.17858796287328,7,2017,3,8,delivered
149.99,74.78,moveis_escritorio,12050.0,1.0,itaquaquecetuba,SP,GO,4,,27.18728009238839,15.214606481604278,5,2018,3,14,delivered
77.0,14.29,cama_mesa_banho,2200.0,1.0,ibitinga,SP,SP,1,Apenas foi entregue 1 mercadoria ,27.27410879638046,-1.919780092779547,12,2017,6,15,delivered
153.0,18.57,cama_mesa_banho,2400.0,1.0,ibitinga,SP,SP,1,Apenas foi entregue 1 mercadoria ,27.27410879638046,-1.919780092779547,12,2017,6,15,delivered
117.7,18.7,perfumaria,550.0,1.0,sao goncalo,RJ,SP,5,,8.119062500074506,16.27157407393679,4,2018,4,14,delivered
329.9,17.41,relogios_presentes,250.0,2.0,sumare,SP,ES,5,,7.360914351884276,12.139942129608244,7,2018,5,11,delivered
122.99,14.61,,400.0,,guarulhos,SP,DF,5,,8.312557870522141,15.196354166604578,1,2018,0,11,delivered
51.0,19.6,eletronicos,1700.0,3.0,sao paulo,SP,BA,5,,14.34442129638046,10.344537036959082,8,2017,4,7,delivered
59.9,29.21,automotivo,11200.0,5.0,penapolis,SP,SP,4,"tive que fazer uns cortes no tapete, mais encaixou..tudo bem..",11.44229166675359,8.0075694443658,2,2018,5,13,delivered
13.65,7.78,eletronicos,200.0,1.0,sao paulo,SP,SP,4,"Embora eu tenha comprado o produto errado, ele foi entregue antes do prazo e em perfeito estado",3.362384259235114,13.3110995371826,12,2017,1,7,delivered
159.9,16.88,beleza_saude,567.0,1.0,birigui,SP,RJ,3,Não gostei de pagar frete já q não entregou na minha casa e condições de parcelamento q não mostra se foi ativada.,18.985914351884276,12.032465277705342,12,2017,5,23,delivered
69.99,12.62,brinquedos,500.0,2.0,sao paulo,SP,SP,3,Mas o estojo do relógio está a amassado,2.003344907425344,14.210034721996635,9,2017,0,18,delivered
19.9,9.41,relogios_presentes,400.0,1.0,campo limpo paulista,SP,SP,3,Mas o estojo do relógio está a amassado,2.003344907425344,14.210034721996635,9,2017,0,18,delivered
120.0,34.38,utilidades_domesticas,16550.0,2.0,guarulhos,SP,RJ,3,Alguns cabides chegaram quebrados,6.522905092686415,12.984745370224118,3,2018,6,11,delivered
95.0,17.92,esporte_lazer,1600.0,3.0,ribeirao preto,SP,RJ,5,,8.927743055392057,9.671840277966112,5,2017,0,9,delivered
799.9,28.18,brinquedos,2400.0,3.0,macae,RJ,SP,5,,7.9222453706897795,13.335613425821066,5,2018,4,17,delivered
67.9,39.29,esporte_lazer,900.0,3.0,sao paulo,SP,MG,5,,4.339305555447936,25.09255787031725,6,2018,0,13,delivered
149.65,3.14,beleza_saude,100.0,2.0,teresopolis,RJ,MG,5,,4.339305555447936,25.09255787031725,6,2018,0,13,delivered
247.88,16.19,instrumentos_musicais,594.0,1.0,joinville,SC,PR,5,,6.395081018097699,7.285763889085501,7,2018,3,7,delivered
74.9,12.65,informatica_acessorios,180.0,1.0,maringa,PR,SP,5,,11.913136573974043,18.354988425970078,2,2018,1,17,delivered
328.9,10.96,ferramentas_jardim,3763.0,1.0,itapetininga,SP,SP,5,,13.23581018531695,10.291759259067476,5,2017,6,11,delivered
89.9,16.26,cama_mesa_banho,1383.0,1.0,ibitinga,SP,SP,5,Achei o.produto otimo Super recomendo,19.146678240969777,2.3914930555038154,11,2017,4,11,delivered
119.99,16.05,cool_stuff,1500.0,1.0,sao paulo,SP,RJ,4,,10.957083333283663,19.3499189815484,2,2017,5,16,delivered
82.0,16.82,brinquedos,850.0,2.0,sao paulo,SP,RJ,5,,9.96893518557772,11.00442129606381,2,2018,1,0,delivered
55.0,13.85,relogios_presentes,250.0,1.0,sao paulo,SP,SP,5,,4.261562500149012,1.3248842591419816,8,2018,5,9,delivered
49.0,1.39,relogios_presentes,300.0,5.0,sao paulo,SP,SP,5,,4.261562500149012,1.3248842591419816,8,2018,5,9,delivered
150.0,42.03,moveis_decoracao,4000.0,1.0,sao paulo,SP,RS,5,,18.374988425523043,12.14685185207054,7,2018,5,11,delivered
90.0,62.26,moveis_decoracao,5700.0,2.0,porto ferreira,SP,MG,4,,7.980729166418314,13.539965278003365,7,2018,1,11,delivered
228.0,62.26,construcao_ferramentas_iluminacao,12000.0,1.0,sao paulo,SP,MG,4,,7.980729166418314,13.539965278003365,7,2018,1,11,delivered
24.9,11.85,cama_mesa_banho,400.0,1.0,ibitinga,SP,SP,3,,8.50216435175389,9.93912037042901,11,2017,0,13,delivered
19.9,9.34,utilidades_domesticas,800.0,1.0,sao paulo,SP,SP,4,,3.8561689811758697,7.306192129850388,11,2017,0,20,delivered
399.0,39.48,beleza_saude,125.0,3.0,rio de janeiro,RJ,BA,5,,15.350671296473593,27.232870370149612,6,2018,0,9,delivered
130.0,17.16,bebes,5650.0,4.0,curitiba,PR,RS,5,,11.06939814798534,9.247766203712672,11,2017,1,16,delivered
